Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Mortality Rate,Dif Confirmed,Dif Confirmed%,Dif Deaths,Dif Deaths%,Dif Recovered,Dif Recovered%,Factor Confirmed
2020-03-16,71.7069,-42.6043,1.0,0.0,0.0,0.0,,,,,,,
2020-03-19,72.0,-40.0,0.0,0.0,0.0,,-1.0,-1.0,0.0,,0.0,,0.0
