Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Mortality Rate,Dif Confirmed,Dif Confirmed%,Dif Deaths,Dif Deaths%,Dif Recovered,Dif Recovered%,Factor Confirmed
2020-03-19,25.0343,-77.3963,3.0,0.0,0.0,0.0,,,,,,,
2020-03-21,25.0343,-77.3963,4.0,0.0,0.0,0.0,1.0,0.33333333333333326,0.0,,0.0,,1.3333333333333333
