Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Mortality Rate,Dif Confirmed,Dif Confirmed%,Dif Deaths,Dif Deaths%,Dif Recovered,Dif Recovered%,Factor Confirmed
2020-03-04,61.8926,-6.9118,1.0,0.0,0.0,0.0,,,,,,,
2020-03-08,61.8926,-6.9118,2.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,2.0
