Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Mortality Rate,Dif Confirmed,Dif Confirmed%,Dif Deaths,Dif Deaths%,Dif Recovered,Dif Recovered%,Factor Confirmed
2020-03-11,12.8628,30.2176,1.0,1.0,0.0,1.0,,,,,,,
2020-03-14,12.8628,30.2176,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0
2020-03-18,12.8628,30.2176,2.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,,2.0
