Last Update,Latitude,Longitude,Confirmed,Deaths,Recovered,Mortality Rate,Dif Confirmed,Dif Confirmed%,Dif Deaths,Dif Deaths%,Dif Recovered,Dif Recovered%,Factor Confirmed
2020-02-19,0.0,0.0,2.0,2.0,0.0,1.0,,,,,,,
2020-02-20,0.0,0.0,5.0,2.0,0.0,0.4,3.0,1.5,0.0,0.0,0.0,,2.5
2020-02-21,0.0,0.0,18.0,4.0,0.0,0.2222222222222222,13.0,2.6,2.0,1.0,0.0,,3.6
2020-02-22,0.0,0.0,28.0,5.0,0.0,0.17857142857142858,10.0,0.5555555555555556,1.0,0.25,0.0,,1.5555555555555556
2020-02-23,0.0,0.0,43.0,8.0,0.0,0.18604651162790697,15.0,0.5357142857142858,3.0,0.6000000000000001,0.0,,1.5357142857142858
2020-02-24,0.0,0.0,61.0,12.0,0.0,0.19672131147540983,18.0,0.4186046511627908,4.0,0.5,0.0,,1.4186046511627908
2020-02-25,0.0,0.0,95.0,16.0,0.0,0.16842105263157894,34.0,0.5573770491803278,4.0,0.33333333333333326,0.0,,1.5573770491803278
2020-02-26,0.0,0.0,139.0,19.0,49.0,0.1366906474820144,44.0,0.4631578947368422,3.0,0.1875,49.0,inf,1.4631578947368422
2020-02-27,0.0,0.0,245.0,26.0,49.0,0.10612244897959183,106.0,0.7625899280575539,7.0,0.368421052631579,0.0,0.0,1.7625899280575539
2020-02-28,0.0,0.0,388.0,34.0,73.0,0.08762886597938144,143.0,0.583673469387755,8.0,0.3076923076923077,24.0,0.48979591836734704,1.583673469387755
2020-02-29,0.0,0.0,593.0,43.0,123.0,0.07251264755480608,205.0,0.5283505154639174,9.0,0.2647058823529411,50.0,0.6849315068493151,1.5283505154639174
2020-03-01,32.0,53.0,978.0,54.0,175.0,0.05521472392638037,385.0,0.6492411467116357,11.0,0.2558139534883721,52.0,0.4227642276422765,1.6492411467116357
2020-03-02,32.0,53.0,1501.0,66.0,291.0,0.04397068620919387,523.0,0.5347648261758691,12.0,0.22222222222222232,116.0,0.6628571428571428,1.534764826175869
2020-03-03,32.0,53.0,2336.0,77.0,291.0,0.03296232876712329,835.0,0.5562958027981346,11.0,0.16666666666666674,0.0,0.0,1.5562958027981346
2020-03-04,32.0,53.0,2922.0,92.0,552.0,0.03148528405201916,586.0,0.2508561643835616,15.0,0.19480519480519476,261.0,0.8969072164948453,1.2508561643835616
2020-03-05,32.0,53.0,3513.0,107.0,739.0,0.03045829775120979,591.0,0.20225872689938407,15.0,0.16304347826086962,187.0,0.33876811594202905,1.202258726899384
2020-03-06,32.0,53.0,4747.0,124.0,913.0,0.02612176111228144,1234.0,0.35126672359806443,17.0,0.1588785046728971,174.0,0.23545331529093372,1.3512667235980644
2020-03-07,32.0,53.0,5823.0,145.0,1669.0,0.024901253649321657,1076.0,0.22666947545818417,21.0,0.1693548387096775,756.0,0.828039430449069,1.2266694754581842
2020-03-08,32.0,53.0,6566.0,194.0,2134.0,0.02954614681693573,743.0,0.12759745835479985,49.0,0.33793103448275863,465.0,0.2786099460754943,1.1275974583547999
2020-03-09,32.0,53.0,7161.0,237.0,2394.0,0.03309593632174277,595.0,0.0906183368869935,43.0,0.22164948453608257,260.0,0.12183692596063733,1.0906183368869935
2020-03-11,64.4279,106.688,20364.0,868.0,5918.0,0.042624238852877624,13203.0,1.8437369082530375,631.0,2.6624472573839664,3524.0,1.4720133667502089,2.8437369082530375
2020-03-12,32.0,53.0,10075.0,429.0,2959.0,0.04258064516129032,-10289.0,-0.5052543704576704,-439.0,-0.5057603686635945,-2959.0,-0.5,0.4947456295423296
2020-03-14,32.4279,53.688,12729.0,611.0,2959.0,0.048000628486134025,2654.0,0.2634243176178661,182.0,0.4242424242424243,0.0,0.0,1.263424317617866
2020-03-15,32.4279,53.688,13938.0,724.0,4590.0,0.05194432486726933,1209.0,0.09497996700447797,113.0,0.18494271685761055,1631.0,0.5511997296383913,1.094979967004478
2020-03-16,32.4279,53.688,14991.0,853.0,4590.0,0.056900807150957244,1053.0,0.07554885923374943,129.0,0.17817679558011057,0.0,0.0,1.0755488592337494
2020-03-17,32.4279,53.688,16169.0,988.0,5389.0,0.06110458284371328,1178.0,0.0785804816223068,135.0,0.1582649472450175,799.0,0.17407407407407405,1.0785804816223068
2020-03-18,32.4279,53.688,17361.0,1135.0,5389.0,0.06537641840907782,1192.0,0.07372131857257713,147.0,0.14878542510121462,0.0,0.0,1.0737213185725771
2020-03-19,32.4279,53.688,18407.0,1284.0,5710.0,0.06975607105992286,1046.0,0.06024998559990791,149.0,0.13127753303964762,321.0,0.05956578214882158,1.060249985599908
2020-03-20,32.4279,53.688,19644.0,1433.0,6745.0,0.07294848299735288,1237.0,0.06720269462704409,149.0,0.1160436137071652,1035.0,0.18126094570928197,1.067202694627044
2020-03-21,32.4279,53.688,20610.0,1556.0,7635.0,0.0754973313925279,966.0,0.04917532070861341,123.0,0.08583391486392178,890.0,0.13194959229058556,1.0491753207086134
2020-03-22,32.4279,53.688,21638.0,1685.0,7931.0,0.0778722617617155,1028.0,0.04987869966035907,129.0,0.08290488431876608,296.0,0.03876882776686319,1.049878699660359
